AnneSo;
89657;89739;89749;89842;89901;90012;90060;90162;90172;90252;90374;90490;90497;90581;90776;90867;91137;91235;91247;91344;91391;91501;91581;91692;91708;91789;91816;91916;91949;92026;92090;92167;92182;92276;f;
97072;97164;97202;97271;97296;97432;97474;97572;97606;97702;97770;97868;97870;98004;98072;98163;98456;98523;98622;98691;98949;99030;99142;99232;99282;99364;99380;99472;99525;99592;99654;99726;99765;99856;f;
104159;104261;104303;104339;104380;104512;104546;104650;104657;104744;104782;104884;104902;105006;105076;105166;105414;105511;105526;105622;105694;105789;105868;105984;105996;106061;106076;106181;106229;106280;106335;106417;106449;106558;f;
111143;111222;111253;111330;111367;111485;111491;111583;111617;111675;111688;111762;111777;111882;111916;112017;112404;112487;112504;112597;112642;112734;112813;112937;112949;113010;113020;113129;113166;113240;113286;113360;113426;113508;f;
117631;117717;117748;117786;117838;117943;117962;118051;118067;118126;118139;118218;118236;118316;118377;118475;118584;118683;118693;118787;118797;118892;118976;119084;119138;119176;119188;119202;119723;119780;119836;119924;119966;120050;f;
126488;126572;126602;126679;126688;126809;126836;126926;126960;127032;127041;127112;127130;127221;127310;127391;127598;127710;127748;127834;127844;127934;128015;128132;128146;128230;128258;128357;128404;128480;128539;128604;128672;128746;f;
136210;136312;136352;136428;136440;136565;136570;136664;136685;136744;136758;136816;136839;136923;136990;137074;137222;137302;137312;137398;137441;137524;137593;137702;137714;137780;137816;137938;137976;138044;138090;138164;138262;138337;f;
145314;145400;145420;145520;145540;145665;145680;145750;145798;145848;145856;145907;145926;146016;146077;146163;146320;146395;146409;146509;146521;146614;146674;146796;146810;146884;146904;147014;147045;147118;147172;147264;147287;147378;f;
151756;151837;151862;151923;151958;152097;152101;152166;152186;152254;152263;152319;152340;152426;152474;152583;152779;152879;152911;153367;153367;153367;153367;153367;153367;153390;153404;153512;153554;153632;153680;153764;153811;153889;f;
157808;157878;157905;158027;158037;158119;158144;158234;158255;158329;158352;158383;158400;158504;158560;158632;158788;158876;158894;158967;159015;159092;159172;159273;159294;159380;159406;159462;159624;159704;159758;159840;159908;160003;f;
163489;163550;163584;163678;163714;163811;163822;163900;163924;163974;163992;164041;164080;164160;164199;164286;164419;164492;164500;164600;164635;164730;164796;164900;164912;165000;165010;165126;165154;165230;165262;165355;165409;165485;f;
