Louis;coucou;
9888;9978;9995;10090;10154;10232;10240;10308;10314;10389;10428;10508;f;
8061;8136;8165;8246;8319;8387;8408;8483;8488;8571;8641;8720;f;
9420;9490;9511;9588;9657;9746;9754;9825;9831;9926;9988;10075;f;
21094;21102;21221;21230;21304;21312;21395;21403;21476;21485;21555;21564;f;
22046;22055;22510;22519;22610;22619;22960;22970;23346;23355;23417;23425;f;
14827;14834;15305;15314;15374;15382;15686;15694;16058;16066;16146;16154;f;
28310;28318;28500;28509;28612;28621;28814;28823;28904;28914;28992;29001;f;
15738;15747;15922;15930;16014;16022;16164;16172;16264;16273;16353;16362;f;
14895;14904;14979;14988;15067;15075;15206;15214;15287;15296;15389;15398;f;
21735;21743;21836;21845;21943;21951;22129;22139;22272;22281;22330;22339;f;
28072;28081;28221;28229;29452;29460;29840;29849;29919;29928;30002;30011;f;
26460;26468;26562;26571;26653;26660;26781;26789;26856;26865;26930;26939;f;
20742;20749;20761;20768;20778;20786;20796;20804;20814;20822;20832;20840;f;
13075;13188;13190;13279;13326;13395;13397;13522;13533;13577;13624;13682;f;
23521;23577;23591;23663;23739;23833;23874;23923;23957;24005;24053;24141;f;
11701;11774;11784;11872;11956;12048;12053;12137;12144;12232;12291;12364;f;
